GHGRP Facility ID,FACILITY NAME,GHGRP - City,GHGRP - State,ORIS CODE,ORIS CODE 2,ORIS CODE 3,ORIS CODE 4,ORIS CODE 5,GHGRP - Power Plant Sector,Reported Subparts RY10,Reported Subparts RY11,Reported Subparts RY12,Reported Subparts RY13,Reported Subparts RY14,Reported Subparts RY15,Reported Subparts RY16,Reported Subparts RY17,Reported Subparts RY18,Reported Subparts RY19,Reported Subparts RY20
1000750,Salem,HANCOCKS BRIDGE,NJ,2410,,,,,Yes,"C,D","C,D","C,D","C,D",No submission,No submission,No submission,No submission,No submission,No submission,No submission
1000751,Howard M Down,VINELAND,NJ,2434,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1000752,Rio Grande,SUNLAND PARK,NM,2444,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1000753,Maddox,HOBBS,NM,2446,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1000754,Reeves Generating Station,ALBUQUERQUE,NM,2450,,,,,Yes,"C,D","C,D","C,D","C,D","C,D",D,D,D,D,D,D
1000755,Cunningham,HOBBS,NM,2454,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1000758,Danskammer Generating Station,NEWBURGH,NY,2480,,,,,Yes,"C,D","C,D","C,D","C,D",D,D,D,D,D,D,D
1000759,Arthur Kill,Staten Island,NY,2490,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1000760,Charles Poletti,ASTORIA,NY,2491,,,,,Yes,D,No submission,No submission,No submission,No submission,No submission,No submission,No submission,No submission,No submission,No submission
1000761,East River,NEW YORK,NY,2493,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1000762,Hudson Avenue,NEW YORK,NY,2496,,,,,Yes,C,C,C,C,C,C,No submission,No submission,No submission,No submission,No submission
1000763,Narrows Generating Station,BROOKLYN,NY,2499,,,,,Yes,C,C,C,C,C,C,C,C,C,C,C
1000764,Ravenswood Generating Station,LONG ISLAND CITY,NY,2500,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1000766,59th Street,NEW YORK,NY,2503,,,,,Yes,C,C,C,C,C,C,C,C,C,C,C
1000767,74th Street,NEW YORK,NY,2504,,,,,Yes,C,C,C,C,C,C,C,C,C,C,C
1000768,E F Barrett,ISLAND PARK,NY,2511,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1000770,Far Rockaway,FAR ROCKAWAY,NY,2513,,,,,Yes,"C,D","C,D","C,D","C,D",No submission,No submission,No submission,No submission,No submission,No submission,No submission
1000771,Northport,NORTHPORT,NY,2516,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1000772,West Babylon Facility,WEST BABYLON,NY,2521,,,,,Yes,D,D,D,D,D,D,No submission,No submission,No submission,No submission,No submission
1000773,GMMM Westover (Goudey),JOHNSON CITY,NY,2526,,,,,Yes,"C,D","C,D","C,D","C,D",No submission,No submission,No submission,No submission,No submission,No submission,No submission
1000774,Greenidge Generation LLC,DRESDEN,NY,2527,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1000777,Bethlehem Energy Center (Albany),GLENMONT,NY,2539,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1000778,Huntley Power,TONAWANDA,NY,2549,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D",No submission,No submission,No submission
1000779,NRG Dunkirk Power,DUNKIRK,NY,2554,,,,,Yes,D,D,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D",No submission
1000780,Bowline Generating Station,WEST HAVERSTRAW,NY,2625,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1000781,CON ED-EAST 60TH STREET STEAM PLANT,MANHATTAN,NY,No Match,,,,,Yes,C,C,C,C,C,C,C,C,C,C,C
1000782,Longview Power,Maidsville,WV,56671,,,,,Yes,No submission,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1000784,S A Carlson,JAMESTOWN,NY,2682,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1000785,Cape Fear Steam Electric Plant,MONCURE,NC,2708,,,,,Yes,"C,D","C,D","C,D",C,D,No submission,No submission,No submission,No submission,No submission,No submission
1000786,H F Lee Steam Electric Plant,GOLDSBORO,NC,2709,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1000787,Roxboro Steam Electric Plant,SEMORA,NC,2712,,,,,Yes,D,"D,TT","D,TT","D,TT","D,TT","D,TT","D,TT","D,TT","D,TT","D,TT","D,TT"
1000788,"Hermiston Power, LLC",HERMISTON,OR,55328,,,,,Yes,D,D,D,D,D,D,D,D,D,D,D
1000790,Pulliam,GREEN BAY,WI,4072,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1000791,"Washington County Power, LLC",SANDERSVILLE,GA,55332,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1000792,Holland Energy Facility,BEECHER CITY,IL,55334,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1000794,Dell Power Plant,DELL,AR,55340,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1000795,Luna Energy Facility,DEMING,NM,55343,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1000796,"Otay Mesa Energy Center, LLC",SAN DIEGO,CA,55345,,,,,Yes,"C,D","C,D","C,D","C,D",D,D,D,D,D,D,D
1000798,"Brazos Valley Energy, LP",THOMPSONS,TX,55357,,,,,Yes,D,D,D,D,D,D,D,D,D,D,D
1000799,Sugar Creek Generating Station,WEST TERRE HAUTE,IN,55364,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1000800,Union Power Station,EL DORADO,AR,55380,,,,,Yes,D,D,D,D,D,D,D,D,D,D,D
1000801,Thomas A. Smith Energy Facility,DALTON,GA,55382,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1000805,Zion Energy Center,ZION,IL,55392,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1000806,Metcalf Energy Center,Coyote,CA,55393,,,,,Yes,D,D,D,D,D,D,D,D,D,D,D
1000808,Rolling Hills Generating LLC,WILKESVILLE,OH,55401,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1000809,Renaissance Power,CARSON CITY,MI,55402,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1000811,"Effingham County Power, LLC",RINCON,GA,55406,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1000812,"Calhoun Power Company, LLC",EASTABOGA,AL,55409,,,,,Yes,"C,D","C,D,DD","C,D,DD","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1000813,Hillabee Energy Center,ALEXANDER CITY,AL,55411,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1000814,Vandolah Power Project,WAUCHULA,FL,55415,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1000815,Hot Spring Energy Facility,MALVERN,AR,55418,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1000816,Plaquemine Cogen Facility,PLAQUEMINE,LA,55419,,,,,Yes,D,D,D,D,D,D,D,D,D,D,D
1000817,"Elgin Energy Center, LLC",ELGIN,IL,55438,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1000818,Tenaska Virginia Generating Station,SCOTTSVILLE,VA,55439,,,,,Yes,D,D,D,D,D,D,D,D,D,D,D
1000819,Central Alabama Generating Station,BILLINGSLEY,AL,55440,,,,,Yes,D,D,D,D,D,D,D,D,D,D,D
1000820,Columbia Energy Center (MO),COLUMBIA,MO,55447,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D",No submission,No submission,No submission,No submission,No submission
1000821,Magnolia Facility,ASHLAND,MS,55451,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1000822,Redhawk Generating Facility,ARLINGTON,AZ,55455,,,,,Yes,D,D,D,D,D,D,D,D,D,D,D
1000823,Rockford Energy Center II,ROCKFORD,IL,55936,,,,,Yes,D,D,D,D,D,D,D,D,D,D,D
1000824,Redbud Power Plant,LUTHER,OK,55463,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1000825,Deer Park Energy Center,DEER PARK,TX,55464,,,,,Yes,D,D,D,D,D,D,D,D,D,D,D
1000826,Ouachita Plant,STERLINGTON,LA,55467,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1000827,Neil Simpson II (CT2),GILLETTE,WY,55477,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1000828,L V Sutton Steam Electric Plant,WILMINGTON,NC,2713,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1000829,W H Weatherspoon Steam Electric Plant,LUMBERTON,NC,2716,,,,,Yes,"C,D","C,D","C,D","C,D","C,D",C,C,No submission,No submission,No submission,No submission
1000830,G G Allen,BELMONT,NC,2718,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1000831,Buck,SALISBURY,NC,2720,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1000832,Cliffside,CLIFFSIDE,NC,2721,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1000833,Dan River,EDEN,NC,2723,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1000834,Marshall,TERRELL,NC,2727,,,,,Yes,D,D,D,D,D,D,D,D,D,D,"C,D"
1000835,Riverbend,MOUNT HOLLY,NC,2732,,,,,Yes,"C,D","C,D","C,D","C,D",No submission,No submission,No submission,No submission,No submission,No submission,No submission
1000836,Leland Olds,STANTON,ND,2817,,,,,Yes,D,D,D,D,D,D,D,D,D,D,D
1000837,Milton R Young,CENTER,ND,2823,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1000838,Stanton,STANTON,ND,2824,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D",No submission,No submission,No submission
1000839,Cardinal,BRILLIANT,OH,2828,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1000840,Walter C Beckjord Generating Station,NEW RICHMOND,OH,2830,,,,,Yes,"C,D","C,D","C,D","C,D","C,D",D,No submission,No submission,No submission,No submission,No submission
1000841,Miami Fort Generating Station,NORTH BEND,OH,2832,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1000843,Avon Lake Power Plant,AVON LAKE,OH,2836,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1000844,Lake Shore,CLEVELAND,OH,2838,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D",No submission,No submission,No submission,No submission,No submission
1000845,Conesville,CONESVILLE,OH,2840,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1000846,Picway,LOCKBOURNE,OH,2843,,,,,Yes,D,D,D,D,D,D,No submission,No submission,No submission,No submission,No submission
1000848,O H Hutchings,MIAMISBURG,OH,2848,,,,,Yes,"C,D","C,D","C,D","C,D","C,D",No submission,No submission,No submission,No submission,No submission,No submission
1000849,J M Stuart,Manchester,OH,2850,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D",No submission,No submission
1000850,Niles,NILES,OH,2861,,,,,Yes,"C,D","C,D","C,D",C,C,C,No submission,No submission,No submission,No submission,No submission
1000852,Muskingum River,BEVERLY,OH,2872,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D",No submission,No submission,No submission,No submission,No submission
1000853,Kyger Creek,CHESHIRE,OH,2876,,,,,Yes,D,D,D,D,D,D,D,D,D,D,D
1000856,Hamilton Municipal Power Plant,HAMILTON,OH,2917,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D",No submission
1000859,Horseshoe Lake,HARRAH,OK,2951,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1000860,Muskogee,FORT GIBSON,OK,2952,,,,,Yes,"C,D","C,D","C,D","C,D","C,D",D,D,D,D,"C,D","C,D"
1000861,Seminole (2956),KONAWA,OK,2956,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1000862,Northeastern,Oologah,OK,2963,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1000863,Southwestern,ANADARKO,OK,2964,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1000864,Tulsa,TULSA,OK,2965,,,,,Yes,D,D,D,D,D,D,D,D,D,D,D
1000865,Anadarko,ANADARKO,OK,3006,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1000866,Mooreland,MOORELAND,OK,3008,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1000867,Elrama,ELRAMA,PA,3098,,,,,Yes,"C,D",D,D,D,No submission,No submission,No submission,No submission,No submission,No submission,No submission
1000869,KIMBERLY CLARK PA LLC/CHESTER OPR,Chester,PA,50410,,,,,,C (Abbr),C,C,C,C,C,C,C,C,C,C
1000870,Brooklyn Navy Yard Cogeneration Project,Brooklyn,NY,54914,,,,,Yes,D,D,D,D,D,D,D,D,D,D,D
1000873,Portland,PORTLAND,PA,3113,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1000875,Titus,BIRDSBORO,PA,3115,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D",No submission,No submission,No submission,No submission
1000877,Conemaugh,NEW FLORENCE,PA,3118,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1000879,Shawville Station,SHAWVILLE,PA,3131,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1000880,Warren,WARREN,PA,3132,,,,,Yes,No submission,No submission,No submission,No submission,C,C,C,C,C,C,C
1000883,Keystone,SHELOCTA,PA,3136,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1000884,New Castle,WEST PITTSBURG,PA,3138,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1000886,"Brunner Island, LLC",Mt Wolf,PA,3140,,,,,Yes,D,D,D,D,D,D,"C,D","C,D","C,D","C,D","C,D"
1000892,Martins Creek,BANGOR,PA,3148,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1000893,"Montour, LLC",Danville,PA,3149,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1000896,Cromby,PHOENIXVILLE,PA,3159,,,,,Yes,"C,D","C,D","C,D","C,D",No submission,No submission,No submission,No submission,No submission,No submission,No submission
1000898,Eddystone Generating Station,EDDYSTONE,PA,3161,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1000900,Schuylkill,PHILADELPHIA,PA,3169,,,,,Yes,"C,D","C,D","C,D","C,D",C,C,C,C,C,C,C
1000901,Hunlock Creek Energy Center,HUNLOCK CREEK,PA,3176,,,,,Yes,D,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1000902,Hatfield's Ferry Power Station,MASONTOWN,PA,3179,,,,,Yes,"C,D","C,D","C,D","C,D",No submission,No submission,No submission,No submission,No submission,No submission,No submission
1000905,Manchester Street,PROVIDENCE,RI,3236,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1000906,H B Robinson / Darlington Electric Power Plant,HARTSVILLE,SC,3250,3251,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1000908,W S Lee,WILLIAMSTON,SC,3264,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1000909,McMeekin,COLUMBIA,SC,3287,,,,,Yes,D,D,D,D,D,D,D,D,D,D,D
1000910,Urquhart,BEECH ISLAND,SC,3295,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1000911,Wateree,EASTOVER,SC,3297,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1000912,Williams,GOOSE CREEK,SC,3298,,,,,Yes,"C,D","C,D,W","C,D,W","C,D,W","C,D,W","C,D,W","C,D,W","C,D,W","C,D,W","C,D,W","C,D,W"
1000913,Dolphus M Grainger,CONWAY,SC,3317,,,,,Yes,D,D,D,D,No submission,No submission,No submission,No submission,No submission,No submission,No submission
1000914,Jefferies,MONCKS CORNER,SC,3319,,,,,Yes,D,D,D,D,D,D,No submission,No submission,No submission,No submission,No submission
1000916,Allen,MEMPHIS,TN,3393,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1000917,Bull Run,CLINTON,TN,3396,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1000918,John Sevier,ROGERSVILLE,TN,3405,,,,,Yes,D,D,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1000919,Johnsonville,NEW JOHNSONVILLE,TN,3406,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1000922,Nueces Bay,CORPUS CHRISTI,TX,3441,,,,,Yes,D,D,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1000924,Victoria Power Station,VICTORIA,TX,3443,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1000926,Mountain Creek Generating Station,DALLAS,TX,3453,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1000928,Lewis Creek,WILLIS,TX,3457,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1000929,Cedar Bayou,BAYTOWN,TX,3460,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1000932,Sam Bertron,DEER PARK,TX,3468,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D",No submission,No submission
1000934,Knox Lee Power Plant,LONGVIEW,TX,3476,,,,,Yes,D,D,D,D,D,D,D,D,D,D,D
1000935,Lone Star Power Plant,LONE STAR,TX,3477,,,,,Yes,D,D,D,D,D,D,D,D,D,D,D
1000936,Wilkes Power Plant,AVINGER,TX,3478,,,,,Yes,D,D,D,D,D,D,D,D,D,D,D
1000937,Jones Station,LUBBOCK,TX,3482,,,,,Yes,D,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1000938,Moore County Station,SUNRAY,TX,3483,,,,,Yes,D,D,D,D,No submission,No submission,No submission,No submission,No submission,No submission,No submission
1000939,Nichols Station,AMARILLO,TX,3484,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1000941,Graham,GRAHAM,TX,3490,,,,,Yes,D,D,D,D,D,D,D,D,D,D,D
1000942,Handley Generating Station,FORT WORTH,TX,3491,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1000947,Trinidad,TRINIDAD,TX,3507,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1000948,Valley (TXU),SAVOY,TX,3508,,,,,Yes,D,D,No submission,No submission,No submission,No submission,No submission,No submission,No submission,No submission,No submission
1000952,Bryan,BRYAN,TX,3561,,,,,Yes,C,C,C,C,C,C,No submission,No submission,No submission,No submission,No submission
1000953,C E Newman,GARLAND,TX,3574,,,,,Yes,D,D,No submission,D,No submission,No submission,No submission,No submission,No submission,No submission,No submission
1000954,Sim Gideon,BASTROP,TX,3601,,,,,Yes,D,D,D,D,D,D,D,D,D,D,D
1000955,Alex Ty Cooke Generating Station,LUBBOCK,TX,3602,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1000956,Leon Creek,SAN ANTONIO,TX,3609,,,,,Yes,D,D,D,D,D,D,D,D,D,D,D
1000959,R W Miller,PALO PINTO,TX,3628,,,,,Yes,D,D,D,D,D,D,D,D,D,D,D
1000960,Carbon,Helper,UT,3644,,,,,Yes,D,D,D,D,D,D,No submission,No submission,No submission,No submission,No submission
1000961,DOMTAR PAPER CO LLC HAWESVILLE MILL,HAWESVILLE,KY,55429,,,,,,"AA,C","AA,C,TT","AA,C,TT","AA,C,TT","AA,C,TT","AA,C,TT","AA,C,TT","AA,C,TT","AA,C,TT","AA,C,TT","AA,C,TT"
1000962,Glen Lyn,GLEN LYN,VA,3776,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D",No submission,No submission,No submission,No submission,No submission
1000963,Bremo Power Station,BREMO BLUFF,VA,3796,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D",No submission,No submission
1000964,Chesterfield Power Station,CHESTER,VA,3797,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1000965,Chesapeake Energy Center,CHESAPEAKE,VA,3803,,,,,Yes,"C,D","C,D","C,D","C,D","C,D",C,C,C,No submission,No submission,No submission
1000966,Possum Point Power Station,DUMFRIES,VA,3804,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1000967,John E Amos,ST ALBANS,WV,3935,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1000968,Kanawha River,GLASGOW,WV,3936,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D",No submission,No submission
1000969,Phil Sporn,NEW HAVEN,WV,3938,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D",No submission,No submission,No submission,No submission,No submission
1000970,Albright Power Station,ALBRIGHT,WV,3942,,,,,Yes,D,D,D,No submission,No submission,No submission,No submission,No submission,No submission,No submission,No submission
1000971,Fort Martin Power Station,MAIDSVILLE,WV,3943,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1000972,Canadys Steam,WALTERBORO,SC,3280,,,,,Yes,"C,D","C,D","C,D","C,D","C,D",No submission,No submission,No submission,No submission,No submission,No submission
1000973,Hagood,CHARLESTON HEIGHTS,SC,3285,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D",No submission
1000974,Rivesville Power Station,RIVESVILLE,WV,3945,,,,,Yes,"C,D","C,D","C,D",No submission,No submission,No submission,No submission,No submission,No submission,No submission,No submission
1000975,Kammer,CAPTINA,WV,3947,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D",No submission,No submission,No submission,No submission,No submission
1000976,Mitchell (WV),CAPTINA,WV,3948,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1000977,Mount Storm Power Station,MOUNT STORM,WV,3954,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1000978,Bay Front,ASHLAND,WI,3982,,,,,Yes,D,D,D,D,D,D,D,D,D,D,D
1000979,Blount Street,MADISON,WI,3992,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1000982,South Oak Creek,OAK CREEK,WI,4041,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1000983,Edgewater (4050),SHEBOYGAN,WI,4050,,,,,Yes,D,D,D,D,D,D,D,D,D,D,D
1000984,Nelson Dewey,CASSVILLE,WI,4054,,,,,Yes,D,D,D,D,D,D,No submission,No submission,No submission,No submission,No submission
1000985,West Marinette,MARINETTE,WI,4076,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1000986,Weston,ROTHSCHILD,WI,4078,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1000987,Manitowoc,MANITOWOC,WI,4125,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1000988,Alma,Alma,WI,4140,,,,,Yes,D,D,D,D,D,No submission,No submission,No submission,No submission,No submission,No submission
1000989,"DTE Stoneman, LLC",CASSVILLE,WI,4146,,,,,Yes,"C,D","C,D","C,D","C,D","C,D",No submission,No submission,No submission,No submission,No submission,No submission
1000990,Dave Johnston,GLENROCK,WY,4158,,,,,Yes,D,D,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1000991,Naughton,KEMMERER,WY,4162,,,,,Yes,D,D,D,D,D,D,D,D,D,D,D
1000992,Power Lane Steam Plant,GREENVILLE,TX,4195,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1000993,Michigan Hub Generating Station,LITCHFIELD,MI,4259,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D",No submission,No submission,No submission,No submission
1000994,Spencer,DENTON,TX,4266,,,,,Yes,D,D,D,D,D,D,No submission,No submission,No submission,No submission,No submission
1000995,J P Madgett,Alma,WI,4271,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
