GHGRP Facility ID,FACILITY NAME,GHGRP - City,GHGRP - State,ORIS CODE,ORIS CODE 2,ORIS CODE 3,ORIS CODE 4,ORIS CODE 5,GHGRP - Power Plant Sector,Reported Subparts RY10,Reported Subparts RY11,Reported Subparts RY12,Reported Subparts RY13,Reported Subparts RY14,Reported Subparts RY15,Reported Subparts RY16,Reported Subparts RY17,Reported Subparts RY18,Reported Subparts RY19,Reported Subparts RY20
1002823,GEORGIA-PACIFIC CEDAR SPRINGS LLC,CEDAR SPRINGS,GA,54101,,,,,,"AA,C","AA,C,TT","AA,C,TT","AA,C,TT","AA,C,TT","AA,C,TT","AA,C,TT","AA,C,TT","AA,C,TT","AA,C,TT","AA,C,TT"
1002880,UW CENTRAL ENERGY PLANT,LARAMIE,WY,No Match,,,,,Yes,C,C,C,C,C,C,C,C,C,C,C
1002894,RICELAND FOODS INC - SOY DIVISION,STUTTGART,AR,56079,,,,,,C,C,C,C,C,C,C,C,C,C,C
1002916,ARCHER DANIEL MIDLAND COMPANY,COLUMBUS,NE,57046,,,,,,C (Abbr),"C,II","C,II","C,II","C,II","C,II","C,II","C,II","C,II","C,II","C,II"
1002956,J Street Generating Station,Lincoln,NE,2250,,,,,Yes,C,C,C,No submission,No submission,No submission,No submission,No submission,No submission,No submission,No submission
1002963,BOISE WHITE PAPER MILL,JACKSON,AL,55044,,,,,,"AA,C,PP","AA,C,II,PP,TT","AA,C,II,PP,TT","AA,C,II,PP,TT","AA,C,II,PP,TT","AA,C,II,PP,TT","AA,C,II,PP,TT","AA,C,II,PP,TT","AA,C,II,PP,TT","AA,C,II,PP,TT","AA,C,II,PP,TT"
1002966,Rapids Energy Center,Grand Rapids,MN,10686,,,,,Yes,C (Abbr),C,C,C,C,C,C,C,C,C,C
1003016,Kingsburg Cogeneration Facility,KINGSBURG,CA,10405,,,,,Yes,C,C,C,D,D,D,D,D,D,No submission,No submission
1003037,"SAINT-GOBAIN ABRASIVES and SAINT-GOBAIN CERAMICS & PLASTICS, INC.",WORCESTER,MA,50041,,,,,,C,C,C,C,C,C,C,C,C,C,C
1003048,SAPPI FINE PAPER (S.D. WARREN ) MILL,SKOWHEGAN,ME,50406,,,,,,"AA,C","AA,C,TT","AA,C,TT","AA,C,TT","AA,C,TT","AA,C,TT","AA,C,TT","AA,C,TT","AA,C,TT","AA,C,TT","AA,C,TT"
1003051,PHILADELPHIA ROAD GENERATING,BALTIMORE,MD,1557,,,,,Yes,C,C,C,C,C,C,C,C,C,C,C
1003084,"Vicinity Energy Trenton, L.P.",Trenton,NJ,50094,,,,,Yes,C,C,C,C,C,C,C,C,C,C,C
1003110,DUTCHESS CO RESOURCE RECOVERY FACILITY,POUGHKEEPSIE,NY,10305,,,,,,C,C,C,C,C,C,C,C,C,C,C
1003132,CRAWFORDSVILLE ENERGY LLC,CRAWFORDSVILLE,IN,1024,,,,,Yes,C,C,C,C,C,No submission,No submission,No submission,No submission,No submission,No submission
1003138,PLAINS END Generating Station,Arvada,CO,56516,,,,,Yes,C,C,C,C,C,C,C,C,C,C,C
1003138,PLAINS END Generating Station,Arvada,CO,55650,,,,,Yes,C,C,C,C,C,C,C,C,C,C,C
1003160,Air Products La Porte Facility,La Porte,TX,55365,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1003175,"CORONA ENERGY PARTNERS, Ltd",Bakersfield,CA,No Match,,,,,Yes,C,C,C,C,C,C,C,C,C,No submission,No submission
1003190,SOUTH TEXAS ELECTRIC COOP,NURSERY,TX,3631,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1003195,"Ironside Energy, LLC",East Chicago,IN,10397,,,,,Yes,C,C,C,C,C,C,C,C,C,C,C
1003199,PUENTE HILLS LANDFILL AND ENERGY RECOVERY,WHITTIER,CA,10472,,,,,,"C,HH","C,HH","C,HH","C,HH","C,HH","C,HH","C,HH","C,HH","C,HH","C,HH","C,HH"
1003200,Covanta Stanislaus Inc.,CROWS LANDING,CA,50632,,,,,,C,C,C,C,C,C,C,C,C,C,C
1003228,VIRGINIA PUBLIC UTILITIES,VIRGINIA,MN,2018,,,,,Yes,C,C,"C,NN","C,NN","C,NN","C,NN","C,NN","C,NN","C,NN","C,NN","C,NN"
1003259,WASTE MANAGEMENT OF MICHIGAN INC,LAKE ORION,MI,57405,,,,,,"C,HH","C,HH","C,HH","C,HH","C,HH","C,HH","C,HH","C,HH","C,HH","C,HH","C,HH"
1003260,REFUSE INC - LOCKWOOD LANDFILL,LOCKWOOD,NV,57166,,,,,,"C,HH","C,HH","C,HH","C,HH","C,HH","C,HH","C,HH","C,HH","C,HH","C,HH","C,HH"
1003261,MERCK SHARP & DOHME CORP. - RAHWAY,RAHWAY,NJ,10224,,,,,,C (Abbr),C,C,C,C,C,C,C,C,C,C
1003263,ORRVILLE MUNICIPAL POWER PLANT,ORRVILLE,OH,2935,,,,,Yes,C (Abbr),C,C,C,C,C,C,C,C,C,C
1003300,Celanese Acetate LLC - Manufacturing Processes,Narrows,VA,52089,,,,,,C,"C,TT","C,TT","C,TT","C,TT","C,TT","C,TT","C,TT","C,TT","C,TT","C,TT"
1003327,ND PAPER INC - BIRON DIVISION,BIRON,WI,10234,,,,,,C,"C,TT","C,TT","C,TT","C,TT",C,C,C,C,C,C
1003334,Thermo Power & Electric LLC,Greeley,CO,50709,,,,,Yes,C,C,C,C,C,No submission,No submission,No submission,No submission,No submission,No submission
1003340,Southeast Resource Recovery Facility (SERRF),LONG BEACH,CA,50837,,,,,,C,C,C,C,C,C,C,C,C,C,C
1003344,CARDINAL COGEN,STANFORD,CA,10168,,,,,Yes,C,C,C,C,C,C,No submission,No submission,No submission,No submission,No submission
1003387,KENT COUNTY WASTE TO ENERGY FACILITY,GRAND RAPIDS,MI,50860,,,,,,C,C,C,C,C,C,C,C,C,C,C
1003391,Mid-Town Thermal Center,Atlantic City,NJ,No Match,,,,,Yes,C,C,C,C,C,C,C,C,C,C,C
1003392,GENEVA LANDFILL,GENEVA,OH,57410,,,,,,"C,HH","C,HH","C,HH","C,HH","C,HH","C,HH","C,HH","C,HH","C,HH","C,HH","C,HH"
1003398,TRIGEN - LEADENHALL STREET,BALTIMORE,MD,No Match,,,,,Yes,C,C,C,C,C,C,C,C,C,C,C
1003406,Tontitown Landfill,Springdale,AR,57025,,,,,,"C,HH","C,HH","C,HH","C,HH","C,HH","C,HH","C,HH","C,HH","C,HH","C,HH","C,HH"
1003409,Inver Hills Generating Plant,Inver Grove Heights,MN,1913,,,,,Yes,C,C,C,C,C,C,C,C,C,C,C
1003410,Key City/Wilmarth Plant,Mankato,MN,1914,,,,,Yes,C,C,C,C,C,C,C,C,C,C,C
1003410,Key City/Wilmarth Plant,Mankato,MN,1934,,,,,Yes,C,C,C,C,C,C,C,C,C,C,C
1003456,ARDEN LDFL,WASHINGTON,PA,57014,,,,,,"C,HH","C,HH","C,HH","C,HH","C,HH","C,HH","C,HH","C,HH","C,HH","C,HH","C,HH"
1003481,ROBESON COUNTY LANDFILL,ST. PAULS,NC,59763,,,,,,HH,HH,HH,HH,"C,HH","C,HH","C,HH","C,HH","C,HH","C,HH","C,HH"
1003492,HANK NIKKELS PLANT ONE,ANCHORAGE,AK,75,,,,,Yes,C (Abbr),C,C,C,C,C,C,C,C,C,C
1003493,GEORGE SULLIVAN PLANT TWO,ANCHORAGE,AK,6559,,,,,Yes,C (Abbr),C,C,C,C,C,C,C,C,C,C
1003496,ASHLEY Energy LLC,SAINT LOUIS,MO,56309,,,,,Yes,C,C,C,C,C,C,C,C,C,No submission,C
1003542,Metro Nashville District Energy System,Nashville,TN,No Match,,,,,Yes,No submission,C,C,C,C,C,C,C,C,C,C
1003568,Molson Coors USA LLC - Golden Brewery,GOLDEN,CO,10003,,,,,Yes,C,C,C,C,C,C,C,C,C,C,C
1003569,SUPERIOR LANDFILL & RECYCLING CENTER,SAVANNAH,GA,57026,,,,,,"C,HH","C,HH","C,HH","C,HH","C,HH","C,HH","C,HH","C,HH","C,HH","C,HH","C,HH"
1003576,Rochester Gas & Electric Corp,Rochester,NY,2642,,,,,Yes,NN,"D,NN,W","C,NN,W","C,NN,W","NN,W","NN,W","NN,W","NN,W","NN,W","NN,W","NN,W"
1003588,LAKE LANDFILL,NORTHBROOK,IL,50575,,,,,,"C,HH","C,HH","C,HH","C,HH","C,HH","C,HH","C,HH","C,HH","C,HH","C,HH","C,HH"
1003591,AIR LIQUIDE GEISMAR UTILITY SERVICES,GEISMAR,LA,56787,,,,,Yes,C,C,C,C,C,C,C,C,C,C,C
1003595,MERCK SHARP & DOHME CORP - Stonewall Plant,ELKTON,VA,52148,,,,,,C,C,C,C,C,C,C,C,C,C,C
1003599,CALABASAS SANITARY LANDFILL,AGOURA &#40;UNINCORP. LA COUNTY&#41;,CA,57163,,,,,,"C,HH","C,HH","C,HH","C,HH","C,HH","C,HH","C,HH","C,HH","C,HH","C,HH","C,HH"
1003617,Luz Solar Partners III - VII,Boron,CA,10439,10440,10441,10442,10443,Yes,C,C,C,C,C,C,C,C,C,C,C
1003618,"GWF POWER SYSTEMS, L.P. (SITE 4)",ANTIOCH,CA,No Match,,,,,Yes,C,C,C,No submission,No submission,No submission,No submission,No submission,No submission,No submission,No submission
1003632,"LAKE SHORE MOJAVE, LLC",BORON,CA,No Match,,,,,Yes,C,C,C,No submission,No submission,No submission,No submission,No submission,No submission,No submission,No submission
1003641,"GWF POWER SYSTEMS, L.P. (Site 1)",PITTSBURG,CA,No Match,,,,,Yes,C,C,C,No submission,No submission,No submission,No submission,No submission,No submission,No submission,No submission
1003644,"GWF POWER SYSTEMS, L.P. (Site 2)",PITTSBURG,CA,No Match,,,,,Yes,C,C,C,No submission,No submission,No submission,No submission,No submission,No submission,No submission,No submission
1003645,HAL C WEAVER POWER PLANT,AUSTIN,TX,50118,,,,,Yes,C,C,C,C,C,C,No submission,C,C,C,C
1003647,SAGUARO POWER COMPANY,HENDERSON,NV,54271,,,,,Yes,C,C,C,C,C,C,C,C,C,C,C
1003649,PREPA San Juan Steam Power Plant,SAN JUAN,PR,No Match,,,,,Yes,C,C,C,C,C,C,C,C,C,C,C
1003650,PREPA Palo Seco Steam Power Plant,Toa Baja,PR,No Match,,,,,Yes,C,C,C,C,C,C,C,C,C,C,C
1003651,PREPA Daguao Turbine Power Block,CEIBA,PR,No Match,,,,,Yes,C,C,C,C,No submission,No submission,No submission,No submission,No submission,No submission,No submission
1003652,"HERMISTON GENERATING COMPANY, L.P.",HERMISTON,OR,54761,,,,,Yes,D,D,D,D,D,D,D,D,D,D,D
1003661,OHIO WASTE SYS SUBURBAN SOUTH RECYCLING & DISPOSAL,GLENFORD,OH,57170,,,,,,"C,HH","C,HH","C,HH","C,HH","C,HH","C,HH","C,HH","C,HH","C,HH","C,HH","C,HH"
1003662,"GWF POWER SYSTEMS, L.P. (SITE 5)",Bay Point,CA,No Match,,,,,Yes,C,C,C,No submission,No submission,No submission,No submission,No submission,No submission,No submission,No submission
1003663,"GWF POWER SYSTEMS, L.P. (SITE 3)",ANTIOCH,CA,No Match,,,,,Yes,C,C,C,No submission,No submission,No submission,No submission,No submission,No submission,No submission,No submission
1003664,Hanford L.P.,Hanford,CA,No Match,,,,,Yes,C,C,C,No submission,No submission,No submission,No submission,No submission,No submission,No submission,No submission
1003703,UNIVERSITY OF MISSOURI MU POWER PLANT,COLUMBIA,MO,50969,,,,,Yes,C,C,C,C,C,C,C,C,C,C,C
1003711,"Wolf Creek Landfill, LLC",Dry branch,GA,60184,,,,,,HH,"C,HH","C,HH","C,HH","C,HH","C,HH","C,HH","C,HH","C,HH","C,HH","C,HH"
1003731,WINNEBAGO ENERGY CENTER LLC,ROCKFORD,IL,56780,,,,,Yes,C,C,C,C,C,No submission,No submission,No submission,No submission,No submission,No submission
1003733,INDEPENDENCE POWER & LIGHT - Sub J,INDEPENDENCE,MO,2134,,,,,Yes,C,C,C,C,C,C,No submission,No submission,No submission,No submission,No submission
1003763,Freeport-McMoRan Chino Mines Co.,Vanadium,NM,54667,,,,,,No submission,C,C,C,C,C,C,C,C,No submission,No submission
1003780,AIR LIQUIDE - PORT NECHES ASU COGENERATION PLANT,PORT NECHES,TX,54748,,,,,,C,C,C,C,C,C,C,C,C,C,C
1003781,Orange Carbon Black Plant,Orange,TX,10187,,,,,,"C,X","C,X","C,X","C,X","C,X","C,X","C,X","C,X","C,X","C,X","C,X"
1003831,WALNUT POWER PLANT,TURLOCK,CA,4256,,,,,Yes,C,C,C,C,C,C,No submission,No submission,No submission,No submission,No submission
1003884,PACKAGING CORPORATION OF AMERICA-TOMAHAWK,TOMAHAWK,WI,50476,,,,,,"AA,C","AA,C,II,TT","AA,C,II,TT","AA,C,II,TT","AA,C,II,TT","AA,C,II,TT","AA,C,II,TT","AA,C,II,TT","AA,C,II,TT","AA,C,II,TT","AA,C,II,TT"
1003923,INDEPENDENCE POWER AND LIGHT - SUB STATION H,INDEPENDENCE,MO,2135,,,,,Yes,C,C,C,C,C,C,No submission,No submission,No submission,No submission,No submission
1003925,INDEPENDENCE POWER AND LIGHT - SUB STATION I,INDEPENDENCE,MO,2136,,,,,Yes,C,C,C,C,C,C,No submission,No submission,No submission,No submission,No submission
1003978,ENERGY CENTER SAN FRANCISCO,SAN FRANCISCO,CA,No Match,,,,,Yes,C,C,C,C,C,C,C,C,C,C,C
1003980,MARTINEZ COGEN LIMITED PARTNER,MARTINEZ,CA,10342,,,,,Yes,C,C,C,C,C,C,C,C,C,C,C
1003998,SYCAMORE COGENERATION Facility,BAKERSFIELD,CA,50134,,,,,Yes,C,"C,DD","C,DD","C,DD","C,DD","C,DD","C,DD","C,DD","C,DD","C,DD","C,DD"
1004001,Kern River Cogeneration Facility,BAKERSFIELD,CA,10496,,,,,Yes,C,"C,DD","C,DD","C,DD","C,DD","C,DD","C,DD","C,DD","C,DD","C,DD","C,DD"
1004004,Mid Set Cogeneration Facility,FELLOWS,CA,10501,,,,,Yes,C,C,C,C,C,C,C,C,No submission,No submission,No submission
1004046,Coalinga,Coalinga,CA,52083,,,,,,C,C,C,C,C,C,No submission,No submission,No submission,No submission,No submission
1004046,Coalinga,Coalinga,CA,52086,,,,,,C,C,C,C,C,C,No submission,No submission,No submission,No submission,No submission
1004051,WHEELABRATOR NORWALK ENERGY COMPANY,NORWALK,CA,50876,,,,,Yes,C,C,C,C,C,C,C,C,No submission,No submission,No submission
1004053,City of Spokane Waste-to-Energy,SPOKANE,WA,50886,,,,,,C,C,C,C,C,C,C,C,C,C,C
1004055,GEORGIA-PACIFIC TOLEDO LLC,TOLEDO,OR,58109,,,,,,"AA,C","AA,C,TT","AA,C,TT","AA,C,TT","AA,C,TT","AA,C,TT","AA,C,TT","AA,C,TT","AA,C,TT","AA,C,TT","AA,C,TT"
1004066,Fredonia Generating Station,Mount Vernon,WA,607,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1004102,VANDERBILT UNIVERSITY,NASHVILLE,TN,52048,,,,,,C (Abbr),C,C,C,C,C,C,C,C,C,C
1004104,PEARSALL POWER PLANT,PEARSALL,TX,3630,,,,,Yes,C,C,C,C,C,C,C,C,C,C,C
1004124,University of Arkansas,Fayetteville,AR,60536,,,,,,C,C,C,C,C,C,C,C,C,C,C
1004175,Frederickson PSE,TACOMA,WA,99,,,,,Yes,C,C,C,C,C,C,C,C,C,C,C
1004176,PUGET POWER ENERGY-WHITEHORN GEN.STATION,BLAINE,WA,6120,,,,,Yes,C,C,C,C,C,C,C,C,C,C,C
1004186,Kern River,Bakersfield,CA,50751,,,,,,C,C,C,C,C,C,No submission,No submission,No submission,No submission,No submission
1004186,Kern River,Bakersfield,CA,52107,,,,,,C,C,C,C,C,C,No submission,No submission,No submission,No submission,No submission
1004189,SPIRIT MOUND,VERMILLION,SD,6092,,,,,Yes,C,C,C,C,C,C,No submission,No submission,No submission,No submission,No submission
1004193,Midway Sunset,Fellows,CA,52085,,,,,,C,C,C,C,C,C,No submission,No submission,No submission,No submission,No submission
1004199,Pixelle Specialty Solutions,Spring Grove,PA,50397,,,,,,"AA,C","AA,C","AA,C","AA,C","AA,C","AA,C","AA,C","AA,C","AA,C","AA,C","AA,C"
1004202,Veolia Energy NA Tulsa,Tulsa,OK,No Match,,,,,Yes,C,C,C,C,C,C,C,C,C,C,C
1004203,EPP Cumberland County Gas to Energy Plant,Upper Deerfield Township,NJ,56884,,,,,Yes,C (Abbr),C,C,C,C,C,No submission,No submission,No submission,No submission,No submission
1004211,SHELL PUGET SOUND REFINERY,ANACORTES,WA,54268,,,,,,"C,Y","C,Y","C,MM,Y","C,MM,Y","C,MM,Y","C,MM,Y","C,MM,Y","C,MM,Y","C,MM,Y","C,MM,Y","C,MM,Y"
1004216,ESSEX COUNTY RESOURCE RECOVERY FACILITY,NEWARK,NJ,10643,,,,,,C,C,C,C,C,C,C,C,C,C,C
1004239,UTILITY PLANTS SECTION,FORT WAINWRIGHT,AK,50308,,,,,Yes,C,C,C,C,C,C,C,C,C,C,C
1004253,EPP Moretown Landfill Gas to Energy,Waterbury,VT,56891,,,,,Yes,C (Abbr),C,C,C,C,C,No submission,No submission,No submission,No submission,No submission
1004265,Clifton Station,Clifton,KS,8037,,,,,Yes,C,C,C,C,C,No submission,No submission,No submission,No submission,No submission,No submission
1004333,MOBILE ENERGY SERVICES LLC,MOBILE,AL,50407,,,,,Yes,C,C,C,C,C,C,C,C,C,C,No submission
1004346,COUNCIL ENERGY INC,ORANGEBURG,SC,No Match,,,,,Yes,C,C,C,C,C,No submission,No submission,No submission,No submission,No submission,No submission
1004348,JASPER MUNICIPAL ELECTRIC UTILITY,JASPER,IN,6225,,,,,Yes,C,C,C,C,C,C,No submission,No submission,No submission,No submission,No submission
1004367,PUGET SOUND ENERGY - SUMAS,SUMAS,WA,54476,,,,,Yes,D,D,D,D,D,D,D,D,D,D,D
1004396,DOMTAR A. W. LLC-NEKOOSA,NEKOOSA,WI,50395,,,,,,"AA,C","AA,C,TT","AA,C,TT","AA,C,TT","AA,C,TT","AA,C,TT","AA,C,TT","AA,C,TT","AA,C,TT","AA,C,TT","AA,C,TT"
1004420,Tom G.Smith Power Plant,Lake Worth,FL,673,,,,,Yes,D,D,D,D,D,D,D,D,"C,D","C,D","C,D"
1004428,"VIKING ENERGY OF MCBAIN, LLC",MC BAIN,MI,50770,,,,,Yes,C,C,C,C,C,C,C,C,C,C,C
1004438,Santa Clara Cogen,Santa Clara,CA,7232,,,,,Yes,No submission,C,C,C,C,C,C,C,C,C,C
1004477,MICHIGAN SUGAR CO - CROSWELL FACTORY,CROSWELL,MI,57950,,,,,,"C,S","C,S","C,S","C,S","C,S","C,S","C,S","C,S","C,S","C,S","C,S"
1004565,Martinsville Sanitary Landfill,Martinsville,VA,57893,,,,,,HH,"C,HH",HH,HH,"C,HH","C,HH","C,HH","C,HH","C,HH","C,HH","C,HH"
1004576,ASTORIA ENERGY LLC & ASTORIA ENERGY II LLC,ASTORIA,NY,55375,,,,,Yes,D,D,D,D,D,D,D,D,D,D,"C,D"
1004577,Yuba City Cogeneration,Yuba City,CA,52186,,,,,Yes,C,C,C,C,C,C,No submission,No submission,No submission,No submission,No submission
1004590,WILLMAR MUNICIPAL UTILITIES,WILLMAR,MN,2022,,,,,Yes,No submission,No submission,C,C,C,C,C,C,C,C,C
1004600,DEERCROFT RECYCLING AND DISPOSAL FACILITY (RDF),MICHIGAN CITY,IN,54956,,,,,,"C,HH","C,HH","C,HH","C,HH","C,HH","C,HH","C,HH","C,HH","C,HH","C,HH","C,HH"
1004611,Tanguisson Power Plant,Dededo,GU,No Match,,,,,Yes,C,C,C,C,C,No submission,No submission,No submission,No submission,No submission,No submission
1004640,GRAIN PROCESSING CORP,WASHINGTON,IN,880108,,,,,,"C,PP","C,II,PP","C,II,PP","C,II,PP","C,II,PP","C,II,PP","C,II,PP","C,II,PP","C,II,PP","C,II,PP","C,II,PP"
1004685,"Pixley Cogen Partners, LLC",Pixley,CA,No Match,,,,,Yes,C,C,C,C,C,C,C,C,C,C,C
1004699,SG SOLUTIONS LLC,WEST TERRE HAUTE,IN,No Match,,,,,Yes,C,C,C,C,C,C,C,No submission,No submission,No submission,No submission
1004705,CLEARWATER PAPER CORP,LEWISTON,ID,50637,,,,,,"AA,C","AA,C,TT","AA,C,TT","AA,C,TT","AA,C,TT","AA,C,TT","AA,C,TT","AA,C,TT","AA,C,TT","AA,C,TT","AA,C,TT"
1004719,CHENA POWER PLANT,FAIRBANKS,AK,79,,,,,Yes,C (Abbr),C,C,C,C,C,C,C,C,C,C
1004748,WESTERN 102 POWER PLANT,MCCARRAN,NV,56500,,,,,Yes,C,C,C,C,C,C,C,C,C,C,C
1004753,KELCO,SAN DIEGO,CA,52147,,,,,,C,C,C,C,C,C,C,C,C,C,C
1004760,Arvada Generation Station,Gillette,WY,8028,,,,,Yes,C,C,C,C,C,C,No submission,No submission,No submission,No submission,No submission
1004790,UNIV OF IOWA MAIN PWR PLANT,IOWA CITY,IA,54775,,,,,,C,C,C,C,C,C,C,C,C,C,C
1004830,ACE Cogeneration Company,Trona,CA,No Match,,,,,Yes,C,C,C,C,C,No submission,No submission,No submission,No submission,No submission,No submission
1004834,MIDDLE TENNESSEE STATE UNIVERSITY,MURFREESBORO,TN,58179,,,,,,C,C,C,C,C,C,C,C,C,C,C
1004853,Fiberweb,Old Hickory,TN,3426,,,,,Yes,No submission,C,C,C,C,C,C,C,C,C,C
1004859,"VIKING ENERGY OF LINCOLN, LLC",LINCOLN,MI,50772,,,,,Yes,C,C,C,C,C,C,C,C,C,C,C
1004865,COMMUNITY ECO SPRINGFIELD LLC,AGAWAM,MA,50273,,,,,,C,C,C,C,C,C,C,C,C,C,C
1004895,E B EDDY PAPER INC,PORT HURON,MI,58222,,,,,,C,C,C,C,C,C,C,C,C,C,C
1004948,"MT POSO COGENERATION COMPANY, LLC",BAKERSFIELD,CA,54626,,,,,Yes,C,C,C,C,C,C,C,No submission,No submission,No submission,No submission
1004953,SUNNYSIDE COGENERATION ASSOCIATES,SUNNYSIDE,UT,50951,,,,,Yes,C,C,C,C,C,C,C,C,C,C,C
1004962,Ascend Performance Materials LLC,Cantonment,FL,10416,,,,,,"C,E,P,V","C,E,P,TT,V","C,E,P,TT,V","C,E,P,TT,V","C,E,P,TT,V","C,E,P,TT,V","C,E,P,TT,V","C,E,P,TT,V","C,E,P,TT,V","C,E,P,TT,V","C,E,P,TT,V"
1004963,Covanta WBH,Tulsa,OK,50660,,,,,,C,C,C,C,C,C,C,C,C,C,C
1004964,BARBER CREEK,GILLETTE,WY,8030,,,,,Yes,C,C,C,C,C,C,No submission,No submission,No submission,No submission,No submission
1004974,COPPER VALLEY ELECTRIC ASSOC (CoGen),Valdez,AK,7841,,,,,Yes,C,C,C,C,C,C,C,C,C,C,C
1005012,"WESTROCK CP, LLC - HODGE MILL",HODGE,LA,50810,,,,,,"AA,C","AA,C","AA,C","AA,C","AA,C","AA,C","AA,C","AA,C","AA,C","AA,C","AA,C"
1005037,ERVING PAPER MILLS INC,ERVING,MA,54228,,,,,,C,C,C,C,C,C,C,C,C,C,C
1005040,Tata Chemicals (Soda Ash) Partners,GREEN RIVER,WY,54318,,,,,,"C,CC","C,CC","C,CC","C,CC","C,CC","C,CC",No submission,"C,CC","C,CC","C,CC","C,CC"
1005044,"Algonquin Power Sanger, LLC",Sanger,CA,57564,,,,,Yes,C,C,C,C,C,C,C,C,"C,D","C,D","C,D"
1005081,PERU UTILITIES,PERU,IN,1037,,,,,Yes,C,C,C,No submission,No submission,No submission,No submission,No submission,No submission,No submission,No submission
1005083,ST JAMES DIESEL GENERATING PLANT,SAINT JAMES,MN,1929,,,,,Yes,C,C,C,C,C,C,No submission,No submission,No submission,No submission,No submission
1005087,RIO BRAVO JASMIN,BAKERSFIELD,CA,10768,,,,,Yes,C,C,C,C,C,C,No submission,No submission,No submission,No submission,No submission
1005088,RIO BRAVO POSO,BAKERSFIELD,CA,10769,,,,,Yes,C,C,C,C,C,C,No submission,No submission,No submission,No submission,No submission
1005110,Carville Energy Center,SAINT GABRIEL,LA,55404,,,,,Yes,"C,D","C,D","C,D","C,D","C,D",D,D,D,D,D,D
1005111,WARBASSE HOUSES & POWER PLANT,BROOKLYN,NY,No Match,,,,,Yes,C,C,C,C,C,C,C,C,C,C,C
1005118,MINGO JUNCTION ENERGY CENTER,MINGO JUNCTION,OH,55611,,,,,Yes,C,C,C,No submission,No submission,No submission,No submission,No submission,No submission,No submission,No submission
1005123,S D WARREN CO,WESTBROOK,ME,50447,,,,,,C,C,C,C,C,C,C,C,C,C,C
1005133,NTC/MCRD ENERGY FACILITY,SAN DIEGO,CA,10810,,,,,Yes,C,C,C,C,C,C,C,C,C,No submission,No submission
1005164,"California Resources Elk Hills, LLC - Gas Processing and Power Generation",TUPMAN,CA,55950,,,,,Yes,"C,NN","C,NN,W","C,NN,W","C,D,NN,W","C,D,NN,W","C,D,NN,W","C,D,NN,W","C,D,NN,W","C,D,NN,W","C,D,NN,W","C,D,NN,W"
1005167,Energy Center Harrisburg LLC,Harrisburg,PA,50373,,,,,Yes,C,C,C,C,C,C,C,C,C,C,C
1005172,"COVANTA BRISTOL, INC",BRISTOL,CT,50648,,,,,,C,C,C,C,C,C,C,C,C,C,C
1005210,SILAS RAY POWER PLANT,BROWNSVILLE,TX,3559,,,,,Yes,D,D,D,D,D,D,D,D,D,D,D
1005234,"Kennecott Utah Copper, LLC",South Jordan,UT,56163,,,,,,C,"C,TT","C,TT","C,TT","C,TT","C,TT","C,TT","C,TT","C,TT","C,TT","C,TT"
1005241,Weleetka Power Station,Weleetka,OK,2966,,,,,Yes,C,C,C,C,C,C,C,C,C,C,C
1005252,PINE TREE LANDFILL,HAMPDEN,ME,58993,,,,,,"C,HH","C,HH","C,HH","C,HH","C,HH","C,HH","C,HH",No submission,No submission,No submission,No submission
1005254,SOUTHBRIDGE RECYCLING & DISPOSAL PARK,SOUTHBRIDGE,MA,59011,,,,,,"C,HH","C,HH","C,HH","C,HH","C,HH","C,HH","C,HH","C,HH","C,HH","C,HH","C,HH"
1005258,HYLAND LANDFILL,ANGELICA,NY,56987,,,,,,"C,HH","C,HH","C,HH","C,HH","C,HH","C,HH","C,HH","C,HH","C,HH","C,HH","C,HH"
1005259,CLINTON COUNTY REGIONAL LANDFILL,MORRISONVILLE,NY,56986,,,,,,"C,HH","C,HH","C,HH","C,HH","C,HH","C,HH","C,HH","C,HH","C,HH","C,HH","C,HH"
1005264,DARTMOUTH COLLEGE HEATING PLANT,HANOVER,NH,54409,,,,,,C,C,C,C,C,C,C,C,C,C,C
1005265,Hawaiian Commercial and Sugar Company,PUUNENE,HI,55864,,,,,,C,"C,TT","C,TT","C,TT","C,TT","C,TT","C,TT","C,TT","C,TT",TT,TT
1005267,CHUGACH - BELUGA RIVER POWER PLANT,ANCHORAGE,AK,96,,,,,Yes,C,C,C,C,C,C,C,C,C,C,C
1005268,BERNICE LAKE,NIKISKI,AK,6292,,,,,Yes,No submission,C,C,C,C,C,C,C,C,C,C
1005276,NORTHSHORE MINING CO - SILVER BAY,SILVER BAY,MN,10849,,,,,,"C,Q","C,Q","C,Q","C,Q","C,Q","C,Q","C,Q","C,Q","C,Q","C,Q","C,Q"
1005279,"GREENWOOD UTILITIES, HENDERSON STATION",GREENWOOD,MS,2062,,,,,Yes,No submission,No submission,No submission,No submission,No submission,No submission,No submission,No submission,No submission,No submission,No submission
1005307,CLEMSON UNIVERSITY,CLEMSON,SC,58400,,,,,,C,C,C,C,C,C,C,C,C,C,C
